Compound ID,Concentration (M),% Inhibition
15,0.0004,4.895262191477424
15,0.0006,17.274677099800464
15,0.0008,36.06220249904145
15,0.001,54.93500851819816
15,0.0012,69.5881396152631
15,0.0014,79.57887972387299
15,0.0016,86.07316511850911
16,1e-09,0.4435255079611333
16,1.5e-09,1.7752827876287502
16,2e-09,4.654469649084815
16,2.5e-09,9.543843743311767
16,3e-09,16.53079700002052
16,3.5e-09,25.221473215876646
16,4e-09,34.850118797147374
16,4.5e-09,44.55108246051585
16,5e-09,53.620566693052794
16,5.5e-09,61.63930309532833
16,6e-09,68.45567889630509
16,7e-09,78.70460010002529
16,7.5e-09,82.42633424570234
16,8e-09,85.42600284902869
17,1e-09,0.21472170384438033
17,1.5e-09,0.8654306227616101
17,2e-09,2.3036089833105127
17,2.5e-09,4.8490716307072805
17,3e-09,8.730765301044375
17,3.5e-09,14.008994138866548
17,4e-09,20.532452381899077
17,4.5e-09,27.958242435947543
17,5e-09,35.83273031172139
17,5.5e-09,43.69765286309164
17,6e-09,51.17690296970348
17,7e-09,64.0952900975961
17,7.5e-09,69.37681512529507
17,8e-09,73.89857227279116
18,1e-09,0.5234665646606617
18,1.5e-09,2.090220201099453
18,2e-09,5.4518287872676705
18,2.5e-09,11.081454158640586
18,3e-09,18.958154562428113
18,3.5e-09,28.489394206537234
18,4e-09,38.719631454212006
18,4.5e-09,48.69268297372557
18,5e-09,57.72752001544721
18,5.5e-09,65.49314375683038
18,6e-09,71.93650180202654
18,7e-09,81.36239176627201
18,7.5e-09,84.70986994509632
18,8e-09,87.37943964522796
19,1e-09,0.3522488126894497
19,1.5e-09,1.4138251863516156
19,2e-09,3.729048822327469
19,2.5e-09,7.725060719144161
19,3e-09,13.580404287315627
19,3.5e-09,21.112308984624864
19,4e-09,29.797323092504072
19,4.5e-09,38.93227991456774
19,5e-09,47.844902048632726
19,5.5e-09,56.04361509904854
19,6e-09,63.26166989902652
19,7e-09,74.5712870457181
19,7.5e-09,78.82100294020864
19,8e-09,82.30395021046053
20,1e-09,0.2280914819420378
20,1.5e-09,0.9189440615098279
20,2e-09,2.4438591384249753
20,2.5e-09,5.136149242073558
20,3e-09,9.225368343762737
20,3.5e-09,14.75427426563015
20,4e-09,21.53785720317941
20,4.5e-09,29.193682970754185
20,5e-09,37.23628240186292
20,5.5e-09,45.19230330916098
20,6e-09,52.687976162977506
20,7e-09,65.47625913170909
20,7.5e-09,70.64767268094775
20,8e-09,75.04926499483084
21,1e-09,0.2252768975630334
21,1.5e-09,0.9076821078057402
21,2e-09,2.414364251149121
21,2.5e-09,5.07585178204209
21,3e-09,9.121680300500865
21,3.5e-09,14.598438068760146
21,4e-09,21.32829849561286
21,4.5e-09,28.937106723996152
21,5e-09,36.94590401129136
21,5.5e-09,44.884250717184024
21,6e-09,52.37765818287822
21,7e-09,65.19440945530089
21,7.5e-09,70.38894889459998
21,8e-09,74.81550816412516
22,1e-09,0.25195083308585986
22,1.5e-09,1.0143348706135606
22,2e-09,2.693240694424449
22,2.5e-09,5.644367910777198
22,3e-09,10.095153457935194
22,3.5e-09,16.053149424415164
22,4e-09,23.270893994594132
22,4.5e-09,31.297023506311707
22,5e-09,39.595043949376674
22,5.5e-09,47.67224642214685
22,6e-09,55.165235970741065
22,7e-09,67.69448458534013
22,7.5e-09,72.67230433879305
22,8e-09,76.86969099327565
23,1e-09,0.30845107345733536
23,1.5e-09,1.239675766129104
23,2e-09,3.27920502285999
23,2.5e-09,6.827354695354692
23,3e-09,12.091428157730348
23,3.5e-09,18.978882036307006
23,4e-09,27.08761592044804
23,4.5e-09,35.81566839192713
23,5e-09,44.53513488665071
23,5.5e-09,52.740210766840505
23,6e-09,60.11466272981855
23,7e-09,71.96371764717067
23,7.5e-09,76.51195683399209
23,8e-09,80.27962823562912
24,1e-09,0.38612706706149175
24,1.5e-09,1.5482164270783583
24,2e-09,4.0744184728546395
24,2.5e-09,8.408201402992155
24,3e-09,14.698861025276466
24,3.5e-09,22.68822489190745
24,4e-09,31.760523333293282
24,4.5e-09,41.144599271688826
24,5e-09,50.14778462287336
24,5.5e-09,58.300003316509354
24,6e-09,65.3764439979297
24,7e-09,76.27915194000036
24,7.5e-09,80.3187750617545
24,8e-09,83.60663807682275
25,1e-09,0.2500530735835102
25,1.5e-09,1.0067525939021247
25,2e-09,2.673447348655414
25,2.5e-09,5.6041350432607855
25,3e-09,10.026566755884689
25,3.5e-09,15.951265860626588
25,4e-09,23.13582684640621
25,4.5e-09,31.134274304562616
25,5e-09,39.41389887162281
25,5.5e-09,47.48319645564972
25,6e-09,54.97769077244217
25,7e-09,67.52849977648732
25,7.5e-09,72.52151367969914
25,8e-09,76.73464630794757
26,1e-09,0.3920190893162599
26,1.5e-09,1.571561340233537
26,2e-09,4.1342553717339525
26,2.5e-09,8.526027269493337
26,3e-09,14.890507872089483
26,3.5e-09,22.956005611781546
26,4e-09,32.09093501710949
26,4.5e-09,41.513245972283784
26,5e-09,50.52784498351761
26,5.5e-09,58.669136470981925
26,6e-09,65.71976868559413
26,7e-09,76.55313931678728
26,7.5e-09,80.55799540724145
26,8e-09,83.81394875235983
27,1e-09,0.2879077840355641
27,1.5e-09,1.1578318796417606
27,2e-09,3.0668920272296587
27,2.5e-09,6.40051796831832
27,3e-09,11.375669787363396
27,3.5e-09,17.938613782548497
27,4e-09,25.744116377425588
27,4.5e-09,34.24257788830223
27,5e-09,42.83465511628505
27,5.5e-09,51.01459362610107
27,6e-09,58.44615789344505
27,7e-09,70.54804243879857
27,7.5e-09,75.2469468489059
27,8e-09,79.16227218982263
28,1e-09,0.20834157424733746
28,1.5e-09,0.839878403547412
28,2e-09,2.2365519107951686
28,2.5e-09,4.71149063495943
28,3e-09,8.4928805993659
28,3.5e-09,13.648801661723041
28,4e-09,20.043627592306773
28,4.5e-09,27.353481138173912
28,5e-09,35.140721974831315
28,5.5e-09,42.955434487070406
28,6e-09,50.42141519318984
28,7e-09,63.39672746850683
28,7.5e-09,68.73087934402353
28,8e-09,73.31132310856955
29,1e-09,0.46958584876240855
29,1.5e-09,1.8781173472155333
29,2e-09,4.915736629951749
29,2.5e-09,10.05063266298885
29,3e-09,17.337489577438955
29,3.5e-09,26.318543198492566
29,4e-09,36.16346506984328
29,4.5e-09,45.97204448635013
29,5e-09,55.04364300154874
29,5.5e-09,62.9861782051905
29,6e-09,69.68094608805717
29,7e-09,79.65011370285681
29,7.5e-09,83.24178801287867
29,8e-09,86.12569499824974
30,1e-09,0.48015703833377693
30,1.5e-09,1.919785409981878
30,2e-09,5.021348755416002
30,2.5e-09,10.254667558204313
30,3e-09,17.660408947759773
30,3.5e-09,26.754598317854118
30,4e-09,36.68142994903501
30,4.5e-09,46.5281005843628
30,5e-09,55.59651350386069
30,5.5e-09,63.506131504815535
30,6e-09,70.15142143488764
30,7e-09,80.01027121698608
30,7.5e-09,83.55150620374822
30,8e-09,86.39082789935323
31,2e-08,0.5992814318900744
31,4e-08,6.196963870088503
31,6e-08,21.136603793076674
31,8e-08,41.9922339914345
31,1e-07,61.007281925498255
31,1.2e-07,74.59892627852167
31,1.4e-07,83.337698739224
31,1.6e-07,88.80477771197202
31,1.8e-07,92.25680417778507
31,2e-07,94.48861744612871
32,2e-08,0.285506124811921
32,4e-08,3.0420159582764237
32,6e-08,11.291250219669923
32,8e-08,25.58384909189391
32,1e-07,42.629072288442416
32,1.2e-07,58.241986219870626
32,1.4e-07,70.37319086909481
32,1.6e-07,79.02335565083368
32,1.8e-07,84.98138751853443
32,2e-07,89.0615570976903
33,2e-08,0.45210419521968065
33,4e-08,4.740618226539346
33,6e-08,16.798034578182097
33,8e-08,35.288303485363265
33,1e-07,54.098784490544006
33,1.2e-07,68.86973806503694
33,1.4e-07,79.02534887880363
33,1.6e-07,85.66395497605001
33,1.8e-07,89.97512138404926
33,2e-07,92.81335212270118
34,2e-08,0.5468393788468043
34,4e-08,5.682682635225022
34,6e-08,19.64211038635588
34,8e-08,39.76669106263592
34,1e-07,58.795423071903464
34,1.2e-07,72.81449311583985
34,1.4e-07,82.01919649597609
34,1.6e-07,87.8558485807632
34,1.8e-07,91.57270875640229
34,2e-07,93.9888507903176
35,2e-08,0.10442769186441898
35,4e-08,1.1325143150188899
35,6e-08,4.44079182782958
35,8e-08,11.152134077350153
35,1e-07,21.339452522264423
35,1.2e-07,33.7407719942178
35,1.4e-07,46.44475485224369
35,1.6e-07,57.90198041098155
35,1.8e-07,67.38299882346452
35,2e-07,74.82802882805555
36,2e-08,0.14253622912636812
36,4e-08,1.5400161131957133
36,6e-08,5.966837482317957
36,8e-08,14.631358332211198
36,1e-07,27.02999558954922
36,1.2e-07,41.01404216483708
36,1.4e-07,54.21578381171214
36,1.6e-07,65.25424656782491
36,1.8e-07,73.82788466831389
36,2e-07,80.23336898420807
37,2e-08,0.14642884157116334
37,4e-08,1.5814689678410383
37,6e-08,6.1200412336282515
37,8e-08,14.971610499347344
37,1e-07,27.56547636451912
37,1.2e-07,41.66836045020698
37,1.4e-07,54.88474581312301
37,1.6e-07,65.86347531079878
37,1.8e-07,74.34588467798915
37,2e-07,80.65780581939717
38,2e-08,0.09678276620463856
38,4e-08,1.0503967863834478
38,6e-08,4.1288119110469275
38,8e-08,10.4200738786022
38,1e-07,20.089875023110196
38,1.2e-07,32.06099229687989
38,1.4e-07,44.55782818321659
38,1.6e-07,56.03662067018404
38,1.8e-07,65.68880008261064
38,2e-07,73.36769845627191
39,2e-08,0.20266734668783126
39,4e-08,2.176843910440696
39,6e-08,8.280297110036155
39,8e-08,19.603859822265576
39,1e-07,34.51269299387432
39,1.2e-07,49.72968212751412
39,1.4e-07,62.752293762597496
39,1.6e-07,72.76646048012392
39,1.8e-07,80.05306213225877
39,2e-07,85.23957714966016
40,2e-08,0.1323358825076535
40,4e-08,1.4312410545465901
40,6e-08,5.563051790068332
40,8e-08,13.726823684152999
40,1e-07,25.5887115678688
40,1.2e-07,39.227961154447954
40,1.4e-07,52.365172952097545
40,1.6e-07,63.54984085498179
40,1.8e-07,72.36594370246536
40,2e-07,79.02758873196909
41,2e-08,0.4766687732603078
41,4e-08,4.986522492381454
41,6e-08,17.554124194710344
41,8e-08,36.51143224207981
41,1e-07,55.41557457806261
41,1.2e-07,69.99778612028247
41,1.4e-07,79.89283614028585
41,1.6e-07,86.30446085737924
41,1.8e-07,90.44449837768667
41,2e-07,93.15994217886825
42,2e-08,0.40719611077218487
42,4e-08,4.288076048865085
42,6e-08,15.38032305923177
42,8e-08,32.927649469650824
42,1e-07,51.48085031492379
42,1.2e-07,66.5737244765752
42,1.4e-07,77.23072402959171
42,1.6e-07,84.32467050286382
42,1.8e-07,88.98681047687681
42,2e-07,92.08022118817728
43,2e-08,0.45312223914236005
43,4e-08,4.750832241912575
43,6e-08,16.829637511933477
43,8e-08,35.3399174678282
43,1e-07,54.15488681972844
43,1.2e-07,68.91815925939991
43,1.4e-07,79.06277595124752
43,1.6e-07,85.69168096666218
43,1.8e-07,89.99548331168884
43,2e-07,92.82840870233223
44,2e-08,0.3471342113085523
44,4e-08,3.676712665725478
44,6e-08,13.409064749713174
44,8e-08,29.491202164503825
44,1e-07,47.4787655228697
44,1.2e-07,62.91988395576342
44,1.4e-07,74.29195994881469
44,1.6e-07,82.08916269724138
44,1.8e-07,87.3161757470429
44,2e-07,90.83048492577473
45,2e-08,0.4737156670391917
45,4e-08,4.957021107881939
45,6e-08,17.463936456746275
45,8e-08,36.366809315594686
45,1e-07,55.2612481586676
45,1.2e-07,69.86648796283151
45,1.4e-07,79.79234021901752
45,1.6e-07,86.23048731948043
45,1.8e-07,90.39039651744896
45,2e-07,93.12004525909863
46,1e-06,0.41820798267890325
46,1.5e-06,1.6752244647845758
46,2e-06,4.3994030922224265
46,2.5e-06,9.04625952513918
46,3e-06,15.732291911697875
46,3.5e-06,24.124503316759487
46,4e-06,33.522099857746085
46,4.5e-06,43.0979373562725
46,5e-06,52.14982067129202
46,5.5e-06,60.23426048129314
46,6e-06,67.16731484927575
46,7e-06,77.69846188023367
46,7.5e-06,81.55482609510526
46,8e-06,84.67559672214948
47,1e-06,0.639357414709259
47,1.5e-06,2.5441053397340805
47,2e-06,6.586571313558341
47,2.5e-06,13.224058103634693
47,3e-06,22.242756362025805
47,3.5e-06,32.75784840433802
47,4e-06,43.586607842715196
47,4.5e-06,53.71443312760566
47,5e-06,62.54518274082144
47,5.5e-06,69.88743994626329
47,6e-06,75.81328882347549
47,7e-06,84.22264069985886
47,7.5e-06,87.13760677661696
47,8e-06,89.43616647526393
48,1e-06,0.48998091127741855
48,1.5e-06,1.9584840170222368
48,2e-06,5.119304717113289
48,2.5e-06,10.443489030376762
48,3e-06,17.958307228402873
48,3.5e-06,27.15530720926652
48,4e-06,37.155395614494935
48,4.5e-06,47.0347863227707
48,5e-06,56.09834861350967
48,5.5e-06,63.976495688387935
48,6e-06,70.57581958108196
48,7e-06,80.33378966489563
48,7.5e-06,83.82929571691047
48,8e-06,86.62833991862537
49,1e-06,1.3161758298044537
49,1.5e-06,5.133106578801078
49,2e-06,12.75112612275514
49,2.5e-06,24.004468521490086
49,3e-06,37.221684933282006
49,3.5e-06,50.242482938113724
49,4e-06,61.559686689130736
49,4.5e-06,70.63471779431171
49,5e-06,77.58443088622575
49,5.5e-06,82.78977252577008
49,6e-06,86.66117888290582
49,7e-06,91.71124285955692
49,7.5e-06,93.35185502876841
49,8e-06,94.6086139911325
50,1e-06,0.28578187244438574
50,1.5e-06,1.149356489305924
50,2e-06,3.044872703721726
50,2.5e-06,6.356133690057518
50,3e-06,11.300950857052161
50,3.5e-06,17.82945976460398
50,4e-06,25.602285009414192
50,4.5e-06,34.07541164463441
50,5e-06,42.65275098246233
50,5.5e-06,50.82883901693731
50,6e-06,58.265529683653824
50,7e-06,70.39337153403086
50,7.5e-06,75.10824600995937
50,8e-06,79.03939912689751
51,1e-06,0.8650092579765077
51,1.5e-06,3.4188786856876625
51,2e-06,8.726851539568715
51,2.5e-06,17.125746544430115
51,3e-06,27.948348870921095
51,3.5e-06,39.78078384264928
51,4e-06,51.164628365246884
51,4.5e-06,61.14477266910865
51,5e-06,69.36637725905727
51,5.5e-06,75.88699095525905
51,6e-06,80.95394520747725
51,7e-06,87.86212418412245
51,7.5e-06,90.18304951104356
51,8e-06,91.98742064873292
52,1e-06,0.2578631297574725
52,1.5e-06,1.037951166702608
52,2e-06,2.754858302108221
52,2.5e-06,5.769499961250272
52,3e-06,10.308176963755598
52,3.5e-06,16.369005518556527
52,4e-06,23.688689468751367
52,4.5e-06,31.799197562348283
52,5e-06,40.15254827799927
52,5.5e-06,48.252630707522
52,6e-06,55.73967224552114
52,7e-06,68.20092634131375
52,7.5e-06,73.13168334157207
52,8e-06,77.28057033983097
53,1e-06,1.7543508762553945
53,1.5e-06,6.755014412937994
53,2e-06,16.364872493555694
53,2.5e-06,29.721066615487043
53,3e-06,44.25301976405029
53,3.5e-06,57.481355173680036
53,4e-06,68.19437770028574
53,4.5e-06,76.3059551534315
53,5e-06,82.25075471027408
53,5.5e-06,86.56019530617485
53,6e-06,89.68908390967084
53,7e-06,93.67643483163317
53,7.5e-06,94.94949288715371
53,8e-06,95.91744397850262
54,1e-06,0.26480859352834624
54,1.5e-06,1.0656835666057862
54,2e-06,2.8271532196740092
54,2.5e-06,5.916094262645342
54,3e-06,10.5571721564895
54,3.5e-06,16.737081517860528
54,4e-06,24.17378135322364
54,4.5e-06,32.37990251328857
54,5e-06,40.794553190485516
54,5.5e-06,48.91828697280536
54,6e-06,56.39604994808845
54,7e-06,68.77602458997104
54,7.5e-06,73.65205765374596
54,8e-06,77.74504352144153
55,1e-06,1.732802898344253
55,1.5e-06,6.676219151655905
55,2e-06,16.193448309023292
55,2.5e-06,29.459014658284723
55,3e-06,43.942953426660395
55,3.5e-06,57.17366087803181
55,4e-06,67.92094425053206
55,4.5e-06,76.07779429174279
55,5e-06,82.06638514786972
55,5.5e-06,86.4131954018739
55,6e-06,89.57218392738518
55,7e-06,93.60151635938607
55,7.5e-06,94.88883404352826
55,8e-06,95.86790472955525
56,1e-06,2.150197137131897
56,1.5e-06,8.185189329664238
56,2e-06,19.406208119150335
56,2.5e-06,34.22872296505055
56,3e-06,49.41498341734615
56,3.5e-06,62.45757395707872
56,4e-06,72.51627376367988
56,4.5e-06,79.85127995937246
56,5e-06,85.08048328750255
56,5.5e-06,88.7964618172716
56,6e-06,91.45611811956947
56,7e-06,94.79975656643005
56,7.5e-06,95.85667038226036
56,8e-06,96.65687873588385
57,1e-06,0.42508630637700506
57,1.5e-06,1.702423667244465
57,2e-06,4.468822234111897
57,2.5e-06,9.1819600479171
57,3e-06,15.950698862645366
57,3.5e-06,24.425646595155115
57,4e-06,33.88815863276917
57,4.5e-06,43.50013934664114
57,5e-06,52.55847099762621
57,5.5e-06,60.62599650559471
57,6e-06,67.5275724042059
57,7e-06,77.98104709634546
57,7.5e-06,81.7999928495134
57,8e-06,84.88697003900008
58,1e-06,0.6893709949822056
58,1.5e-06,2.7390100260993173
58,2e-06,7.06870766975455
58,2.5e-06,14.118623820121476
58,3e-06,23.581615731636216
58,3.5e-06,34.44923027359631
58,4e-06,45.45911613274178
58,4.5e-06,55.59326677283214
58,5e-06,64.30377309094608
58,5.5e-06,71.45860850999794
58,6e-06,77.17624218081832
58,7e-06,85.20419845344861
58,7.5e-06,87.96373218008412
58,8e-06,90.13137984464393
59,1e-06,0.3147521882199243
59,1.5e-06,1.2647588259250533
59,2e-06,3.344157675344039
59,2.5e-06,6.957531587911641
59,3e-06,12.308715407293544
59,3.5e-06,19.292776203468993
59,4e-06,27.490118058454463
59,4.5e-06,36.28332425184003
59,5e-06,45.03675546476511
59,5.5e-06,53.24552928815908
59,6e-06,60.6000366566495
59,7e-06,72.37116950613363
59,7.5e-06,76.87455008065751
59,8e-06,80.598807007381
60,1e-06,1.718930793827458
60,1.5e-06,6.6254403479672135
60,2e-06,16.08275691396292
60,2.5e-06,29.289336303680273
60,3e-06,43.74158096446843
60,3.5e-06,56.97327940645604
60,4e-06,67.74247720182414
60,4.5e-06,75.92862406763794
60,5e-06,81.94569567882239
60,5.5e-06,86.31688161399946
60,6e-06,89.49554134075456
60,7e-06,93.5523568897436
60,7.5e-06,94.84902073902136
60,8e-06,95.83538315221234
61,0.002,99.99938133716132
61,0.004,99.9999435406725
61,0.006,99.99998608323726
61,0.008,99.99999484753378
61,0.01,99.9999976160352
61,0.02,99.99999978243999
61,0.03,99.99999994637325
61,0.04,99.99999998014553
61,0.05,99.99999999081366
62,0.002,99.99794437213163
62,0.004,99.99981240042989
62,0.006,99.99995375819366
62,0.008,99.99998287968275
62,0.01,99.9999920786989
62,0.02,99.99999927710407
62,0.03,99.99999982181214
62,0.04,99.99999993402871
62,0.05,99.99999996947612
63,0.002,99.99941275600253
63,0.004,99.99994640797924
63,0.006,99.99998679000521
63,0.008,99.99999510920371
63,0.01,99.99999773710576
63,0.02,99.99999979348885
63,0.03,99.99999994909672
63,0.04,99.99999998115385
63,0.05,99.99999999128018
64,0.002,99.99963753032398
64,0.004,99.9999669210025
64,0.006,99.99999184629893
64,0.008,99.99999698121837
64,0.01,99.99999860325741
64,0.02,99.99999987253364
64,0.03,99.9999999685806
64,0.04,99.99999998836746
64,0.05,99.9999999946178
65,0.002,99.99985847061355
65,0.004,99.99998708404831
65,0.006,99.99999681632454
65,0.008,99.99999882129346
65,0.01,99.9999994546311
65,0.02,99.99999995022976
65,0.03,99.99999998773205
65,0.04,99.99999999545798
65,0.05,99.99999999789848
66,0.002,99.9996003728534
66,0.004,99.9999635299979
66,0.006,99.99999101044394
66,0.008,99.99999667175597
66,0.01,99.99999846007404
66,0.02,99.99999985946675
66,0.03,99.9999999653597
66,0.04,99.99999998717497
66,0.05,99.99999999406606
67,0.002,99.99965505333456
67,0.004,99.99996852015816
67,0.006,99.99999224047775
67,0.008,99.99999712715699
67,0.01,99.99999867078091
67,0.02,99.99999987869582
67,0.03,99.99999997009952
67,0.04,99.99999998892982
67,0.05,99.99999999487801
68,0.002,99.99693613821402
68,0.004,99.9997203849835
68,0.006,99.99993107706803
68,0.008,99.99997448234133
68,0.01,99.9999881933808
68,0.02,99.99999892253088
68,0.03,99.99999973441278
68,0.04,99.99999990167045
68,0.05,99.99999995450446
69,0.002,99.9993354139013
69,0.004,99.99993934967885
69,0.006,99.99998505019111
69,0.008,99.99999446506438
69,0.01,99.99999743907264
69,0.02,99.99999976629044
69,0.03,99.99999994239252
69,0.04,99.99999997867172
69,0.05,99.99999999013174
70,0.002,99.99961667443364
70,0.004,99.99996501768645
70,0.006,99.99999137714704
70,0.008,99.99999680752214
70,0.01,99.99999852289089
70,0.02,99.99999986519941
70,0.03,99.99999996677278
70,0.04,99.99999998769813
70,0.05,99.99999999430813
71,0.002,99.99858131934279
71,0.004,99.99987052990234
71,0.006,99.99996808666162
71,0.008,99.9999881845786
71,0.01,99.9999945331908
71,0.02,99.99999950110039
71,0.03,99.99999987702537
71,0.04,99.99999995447055
71,0.05,99.99999997893426
72,0.002,99.99776711745693
72,0.004,99.99979622358386
72,0.006,99.99994977072326
72,0.008,99.99998140338272
72,0.01,99.99999139563808
72,0.02,99.99999921476811
72,0.03,99.99999980644682
72,0.04,99.99999992833995
72,0.05,99.99999996684403
73,0.002,99.99904062731353
73,0.004,99.99991244713436
73,0.006,99.9999784189292
73,0.008,99.99999200994185
73,0.01,99.99999630312615
73,0.02,99.99999966262423
73,0.03,99.99999991683968
73,0.04,99.99999996921119
73,0.05,99.99999998575451
74,0.002,99.99825121499303
74,0.004,99.9998404037979
74,0.006,99.99996066081009
74,0.008,99.9999854352709
74,0.01,99.99999326112939
74,0.02,99.99999938501239
74,0.03,99.99999984841064
74,0.04,99.99999994387639
74,0.05,99.99999997403248
75,0.002,99.99823942263393
75,0.004,99.99983932759596
75,0.006,99.99996039553459
75,0.008,99.99998533705671
75,0.01,99.99999321568721
75,0.02,99.99999938086535
75,0.03,99.99999984738844
75,0.04,99.99999994349793
75,0.05,99.99999997385738
76,0.002,0.0
76,0.004,0.0
76,0.006,0.0
76,0.008,0.0
76,0.01,0.0
76,0.02,0.0
76,0.03,0.0
76,0.04,0.0
76,0.05,0.0
77,0.002,0.0
77,0.004,0.0
77,0.006,0.0
77,0.008,0.0
77,0.01,0.0
77,0.02,0.0
77,0.03,0.0
77,0.04,0.0
77,0.05,0.0
78,0.002,0.0
78,0.004,0.0
78,0.006,0.0
78,0.008,0.0
78,0.01,0.0
78,0.02,0.0
78,0.03,0.0
78,0.04,0.0
78,0.05,0.0
79,0.002,0.0
79,0.004,0.0
79,0.006,0.0
79,0.008,0.0
79,0.01,0.0
79,0.02,0.0
79,0.03,0.0
79,0.04,0.0
79,0.05,0.0
80,0.002,0.0
80,0.004,0.0
80,0.006,0.0
80,0.008,0.0
80,0.01,0.0
80,0.02,0.0
80,0.03,0.0
80,0.04,0.0
80,0.05,0.0
81,0.002,0.0
81,0.004,0.0
81,0.006,0.0
81,0.008,0.0
81,0.01,0.0
81,0.02,0.0
81,0.03,0.0
81,0.04,0.0
81,0.05,0.0
82,0.002,0.0
82,0.004,0.0
82,0.006,0.0
82,0.008,0.0
82,0.01,0.0
82,0.02,0.0
82,0.03,0.0
82,0.04,0.0
82,0.05,0.0
83,0.002,0.0
83,0.004,0.0
83,0.006,0.0
83,0.008,0.0
83,0.01,0.0
83,0.02,0.0
83,0.03,0.0
83,0.04,0.0
83,0.05,0.0
84,0.002,0.0
84,0.004,0.0
84,0.006,0.0
84,0.008,0.0
84,0.01,0.0
84,0.02,0.0
84,0.03,0.0
84,0.04,0.0
84,0.05,0.0
85,0.002,0.0
85,0.004,0.0
85,0.006,0.0
85,0.008,0.0
85,0.01,0.0
85,0.02,0.0
85,0.03,0.0
85,0.04,0.0
85,0.05,0.0
86,0.002,0.0
86,0.004,0.0
